level,year,population,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,0,0,0,0,0,0,0,0
High-income countries,1957,728148307,87.144,0.12,5821.609,42.811,0.741,7.999,0.789,0,3311.528,4.55,0,0,0,1277.777,245101.891,415847.281,204435.734,357.716,7869.247,179067.703,30987.797,173.619,0,0,48.163,0.066,571.464,0.785,0,0,1282.95,1.763,0,0,0,0,1796.489,2.468,0.009,6.822,0,71.074,71.121,48.082,70.732,80.378,87.364,59.422,90.007,50.438,92.799,42.25,72.965,100,45.272,88.371,19.49,68.535,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1958,737635313,89.731,0.122,5696.417,-125.193,-2.15,7.726,0.761,0,3074.874,4.17,0,0,0,1367.508,250798.312,422803.938,207510.625,396.734,8475.794,180332.234,32867.883,179.781,0,0,39.018,0.053,606.548,0.823,0,0,1264.52,1.715,0,0,0,0,1880.085,2.55,0.008,6.161,0,69.143,67.673,45.79,64.675,79.53,86.79,59.132,89.488,49.325,92.272,41.878,72.723,100,41.022,85.935,18.665,68.959,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1959,747296445,99.374,0.133,5824.114,127.697,2.242,7.797,0.733,0,3046.127,4.078,0,0,0,1466.882,256622.422,429784.281,210556.734,431.759,9114.168,181497.703,34864.809,188.069,0,0,35.024,0.047,638.374,0.855,0,0,1165.482,1.56,0,0,0,0,1996.926,2.673,0.011,8.289,0,68.376,65.763,43.735,61.562,78.661,86.165,58.796,88.905,48.186,91.656,41.465,72.483,100,38.197,84.193,16.405,68.749,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1960,756613763,104.837,0.139,6143.722,319.608,5.488,8.124,0.736,0,3169.867,4.191,0,0,0,1571.72,262766.156,436926.844,213726.609,466.816,9801.553,182501.812,37002.801,196.651,0,0,35.057,0.046,687.384,0.909,0,0,1004.119,1.328,0,0,0,0,2137.994,2.827,0.011,8.582,0,66.567,65.445,44.765,61.52,77.719,85.532,58.496,88.321,47.384,90.937,41.078,72.233,91.221,39.328,82.368,15.288,68.384,31.199,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1961,766062145,111.504,0.146,6298.845,155.124,2.525,8.226,0.722,0,3183.617,4.158,0,0,0,1683.224,269065,444020.094,216910.219,501.268,10502.043,183299.078,39262.781,205.453,0,0,34.452,0.045,700.49,0.915,0,0,797.25,1.041,0,0,0,0,2259.979,2.951,0.011,8.802,0,67.895,66.878,45.691,64.403,76.981,84.977,58.235,87.843,46.787,90.066,40.698,71.989,83.929,39.959,79.42,13.057,68.205,30.125,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1962,775529446,119.346,0.154,6602.479,303.634,4.82,8.517,0.716,0,3256.882,4.201,0,0,0,1802.57,275667.469,451421.375,220167.109,532.112,11249.944,184102.016,41701.117,214.622,0,0,30.844,0.04,747.902,0.965,0,0,802.929,1.036,0,0,0,0,2438.336,3.146,0.012,9.169,0,67.64,67.71,47.311,66.079,76.284,84.461,58.016,87.417,45.978,89.086,40.348,71.772,78.024,35.894,77.288,13.626,68.455,30.283,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1963,784955820,124.296,0.158,6953.718,351.239,5.32,8.863,0.718,0,3387.41,4.317,0,0,0,1926.865,282621.188,459046.656,223554.516,566.477,12039.472,184775.375,44309.555,224.304,0,0,34.365,0.044,789.527,1.006,0,0,673.37,0.858,0,0,0,0,2608.438,3.325,0.012,9.682,0,66.804,67.698,47.885,66.296,75.592,83.949,57.813,86.997,45.397,88.04,40.001,71.572,73.105,37.969,75.421,11.913,68.517,30.494,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1964,794527190,138.084,0.174,7302.178,348.46,5.011,9.195,0.709,0,3448.843,4.343,0,0,0,2064.949,289923.375,467012.688,227003.344,615.938,12888.979,185447.672,47115.129,235.013,0,0,49.461,0.062,849.506,1.07,0,0,672.307,0.847,0,0,0,0,2805.574,3.533,0.013,10.709,0,66.959,67.428,48.855,66.131,74.946,83.434,57.632,86.582,45.269,86.924,39.676,71.368,68.757,43.852,73.687,12.278,68.303,30.615,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1965,803939083,140.394,0.175,7547.145,244.967,3.355,9.392,0.695,0.247,3428.436,4.267,0,0,0,2205.344,297470.531,475191.969,230431.797,665,13772.703,186082.469,50149.508,246.163,38043.035,0,49.062,0.061,883.724,1.1,0,0,634.788,0.79,0,0,0,0,3034.379,3.776,0.014,11.149,30584.281,64.85,66.685,49.922,64.77,74.21,82.906,57.479,86.15,44.599,85.767,39.385,71.206,65.41,37.612,71.816,12.529,68.77,32.287,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1966,812785800,149.355,0.184,7839.339,292.194,3.872,9.65,0.683,0.244,3406.714,4.193,0,0,0,2354.699,305309.844,483566.094,233838.516,716.919,14731.462,186618.297,53410.07,258.192,39456.602,0,51.918,0.064,958.759,1.18,0,0,535.823,0.66,0,0,0,0,3260.563,4.013,0.015,12.029,32069.766,64.086,66.06,50.101,63.661,73.474,82.367,57.333,85.709,43.832,84.672,39.097,71.032,62.583,35.913,71.558,11.053,68.471,33.211,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1967,821405210,154.301,0.188,8122.242,282.902,3.609,9.893,0.681,0.243,3381.483,4.119,0,0,0,2509,313432.094,492784.844,237219.984,793.347,15747.991,187715.812,56891.613,270.148,40614.895,0,76.428,0.093,1016.53,1.238,0,0,1097.515,1.337,0,0,0,0,3481.543,4.241,0.015,11.956,33361.285,64.317,66.336,53.694,64.212,72.836,81.854,57.261,85.302,43.438,83.627,38.925,70.877,60.065,40.06,70.94,22.285,68.574,32.14,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1968,829928109,164.628,0.198,8548.46,426.219,5.248,10.305,0.677,0.24,3393.208,4.091,0,0,0,2673.627,321980.562,502540.312,240613.188,871.698,16861.174,188923.312,60678.309,282.544,42848.102,0,78.352,0.094,1113.182,1.342,0,0,1207.508,1.456,0,0,0,0,3786.695,4.565,0.015,12.396,35560.844,64.459,66.211,54.535,63.743,72.258,81.344,57.205,84.897,42.936,82.69,38.775,70.722,57.857,38.445,71.377,24.26,68.472,32.12,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1969,838295343,172.576,0.206,9098.016,549.556,6.429,10.858,0.683,0.24,3469.264,4.14,0,0,0,2846.203,331078.562,512378.375,244082.453,976.053,18087.996,189663.812,64789.883,295.967,45187.656,0,104.354,0.125,1226.823,1.464,0,0,740.494,0.884,0,0,0,0,4111.577,4.907,0.016,13.423,37880.602,63.73,66.084,53.371,62.828,71.677,80.831,57.126,84.475,42.918,81.849,38.558,70.593,55.837,42.762,71.806,15.87,68.75,32.184,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1970,847035032,180.897,0.214,9774.41,676.394,7.435,11.545,0.704,0.244,3396.93,4.012,0,0,0,3027.1,340852.969,522704.281,247479.391,1090.918,19406.418,190215.453,69540.055,309.097,47200.391,0,114.865,0.136,1318.422,1.557,0,0,551.652,0.652,0,0,0,0,4750.167,5.611,0.016,13.13,39980.383,62.722,65.606,52.96,59.634,71.07,80.297,57.038,83.995,42.748,81.233,38.312,70.542,53.811,41.356,73.627,11.996,69.842,29.605,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1971,856236764,186.82,0.218,9975.765,201.355,2.06,11.656,0.692,0.243,3253.052,3.801,0,0,0,3213.919,350828.75,533152.188,250732.438,1222.238,20819.723,190687.609,74518.266,322.153,47971.625,0,131.32,0.153,1413.304,1.651,0,0,472.143,0.552,0,0,0,0,4978.213,5.817,0.015,13.056,41075.07,61.587,64.337,52.002,57.073,70.44,79.734,56.93,83.484,42.536,80.624,38.056,70.444,52.038,40.855,73.103,10.296,69.114,29.234,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1972,865281941,197.357,0.228,10416.049,440.284,4.414,12.044,0.685,0.241,3181.613,3.679,0,0,0,3411.276,361244.781,543914.938,253914.047,1370.898,22322.281,191033.484,79890.625,335.65,49881.348,0,148.659,0.172,1502.558,1.737,0,0,345.882,0.4,0,0,0,0,5372.366,6.212,0.016,13.496,43161.43,61.377,64.183,51.696,55.881,69.843,79.181,56.816,82.971,42.571,80.079,37.779,70.357,50.312,42.857,73.223,7.535,69.173,28.075,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1973,873811230,209.315,0.24,10935.626,519.577,4.988,12.521,0.674,0.24,3296.735,3.775,0,0,0,3620.592,372180.406,555167.562,257210.797,1545.274,23935.846,191351.156,85518.18,349.733,52191.43,0,174.377,0.2,1613.566,1.848,0,0,317.669,0.364,0,0,0,0,5627.55,6.444,0.016,14.083,45605.457,61.471,64.003,52.256,56.238,69.297,78.633,56.716,82.468,42.659,79.576,37.511,70.226,48.657,43.362,73.214,7.142,68.412,27.279,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1974,882068516,204.86,0.232,10701.384,-234.242,-2.142,12.138,0.655,0.238,3279.033,3.719,0,0,0,3825.452,382881.781,566152.375,260489.828,1708.217,25562.039,191635.344,90932.156,364.109,50971.258,0,162.943,0.185,1626.193,1.845,0,0,284.18,0.322,0,0,0,0,5413.978,6.141,0.016,14.377,44960.141,60.07,62.885,51.479,55.901,68.732,78.087,56.604,81.978,42.559,79.046,37.252,70.01,47.216,41.636,71.987,6.577,66.774,27.443,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1975,889965424,191.805,0.216,10417.451,-283.933,-2.653,11.712,0.635,0.237,3241.697,3.644,0,0,0,4017.257,393299.25,576915.625,263731.531,1848.129,27131.119,191982.203,96194.352,376.872,49335.02,0,139.911,0.157,1569.08,1.764,0,0,346.871,0.39,0,0,0,0,5262.195,5.916,0.014,12.763,43906.461,56.56,61.083,50.238,53.696,68.033,77.515,56.47,81.45,42.481,78.428,37.005,69.745,46.054,41.556,69.566,7.937,65.458,27.058,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1976,897381759,199.824,0.223,11065.734,648.283,6.223,12.338,0.644,0.239,3410.244,3.802,0,0,0,4217.081,404364.969,588298.062,267141.75,2010.655,28769.412,192300.766,101835.703,390.369,51590.867,0,162.526,0.181,1638.294,1.827,0,0,318.548,0.355,0,0,0,0,5641.35,6.29,0.015,13.496,46296.703,56.424,61.504,51.05,54.442,67.376,76.967,56.355,80.938,42.367,77.796,36.761,69.529,44.956,41.105,68.638,7.4,66.046,26.984,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1977,904794975,207.718,0.23,11244.482,178.748,1.615,12.434,0.629,0.237,3429.39,3.792,0,0,0,4424.799,415609.469,600123.938,270571.156,2165.684,30413.312,192884.578,107630.867,403.645,52391.668,0,155.03,0.171,1643.898,1.818,0,0,583.822,0.646,0,0,0,0,5795.171,6.408,0.015,13.276,47403.719,56.008,60.772,51.619,53.436,66.74,76.416,56.253,80.413,42.238,77.149,36.565,69.302,43.968,40.643,67.343,13.247,65.541,26.717,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1978,912288970,219.758,0.241,11423.385,178.902,1.591,12.528,0.612,0.234,3420.981,3.752,0,0,0,4644.556,427032.875,612006.438,273992.125,2319.954,32104.016,193345.141,113554.969,417.215,53586.938,0,154.27,0.169,1690.705,1.854,0,0,460.565,0.505,0,0,0,0,5924.102,6.497,0.015,13.57,48886.773,55.678,59.88,50.996,52.374,66.119,75.855,56.141,79.879,42.048,76.489,36.361,69.045,43.051,39.541,66.293,10.905,64.68,26.568,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1979,919797067,222.366,0.242,11764.701,341.317,2.988,12.797,0.606,0.234,3652.229,3.973,0,0,0,4866.922,438797.562,624202.438,277644.375,2459.976,33890.688,193776.734,119504.453,431.151,54699.949,0,140.022,0.152,1786.671,1.944,0,0,431.583,0.469,0,0,0,0,5949.477,6.472,0.015,13.936,50312.852,55.609,59.967,51.508,53.393,65.553,75.32,56.042,79.361,41.854,75.884,36.166,68.783,42.205,38.881,66.444,10.632,64.133,26.564,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1980,927538869,218.753,0.236,11513.779,-250.922,-2.133,12.42,0.582,0.235,3762.641,4.059,0,0,0,5085.675,450311.312,636192.125,281407,2594.006,35695.816,194253.375,125085.062,443.767,52687.789,0,134.03,0.145,1805.128,1.947,0,0,476.65,0.514,0,0,0,0,5580.61,6.02,0.014,12.616,48869.973,54.332,59.041,50.834,53.567,64.975,74.793,55.934,78.854,41.879,75.277,35.981,68.467,41.482,42.356,65.448,11.669,62.341,26.173,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1981,935113193,211.751,0.227,11119.154,-394.625,-3.427,11.897,0.553,0.231,3804.836,4.071,0,0,0,5297.426,461430.5,647801.062,285211.844,2687.427,37491.07,194744.359,130286.414,456.31,51157.16,0,93.421,0.1,1795.253,1.921,0,0,490.976,0.525,0,0,0,0,5201.351,5.565,0.013,12.543,47837.734,52.576,58.411,49.552,54.317,64.369,74.291,55.805,78.381,41.788,74.663,35.78,68.126,40.872,39.391,64.246,11.179,60.832,26.875,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1982,942356988,203.761,0.216,10711.212,-407.942,-3.669,11.373,0.532,0.229,3761.985,3.994,0,0,0,5501.187,472141.688,658916.438,288973.812,2769.785,39171.195,195149.688,135260,465.699,49319.891,0,82.358,0.087,1680.129,1.784,0,0,405.348,0.43,0,0,0,0,4973.59,5.281,0.01,9.389,46476.945,50.821,56.72,47.719,52.789,63.739,73.773,55.646,77.89,41.546,73.985,35.567,67.769,40.096,34.96,61.514,9.194,59.598,20.858,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1983,949463548,206.946,0.218,10629.665,-81.547,-0.761,11.202,0.514,0.227,3820.92,4.027,0,0,0,5708.132,482771.375,670153.812,292794.75,2841.535,40809.781,195759.016,140141.562,475.601,49190.297,0,71.75,0.076,1638.588,1.727,0,0,609.323,0.642,0,0,0,0,4881.56,5.144,0.01,9.902,46704.395,50.49,55.926,47.193,52.24,63.139,73.258,55.48,77.394,41.304,73.26,35.368,67.424,39.315,33.71,59.357,12.681,59.093,20.515,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1984,956450952,203.067,0.212,11020.606,390.942,3.678,11.529,0.509,0.224,3998.487,4.183,0,0,0,5911.2,493791.969,681657.25,296793.25,2894.918,42596.695,196243.5,145109.766,486.164,51202.934,0,53.383,0.056,1786.912,1.869,0,0,484.491,0.507,0,0,0,0,4968.194,5.197,0.011,10.562,48973.094,48.615,56.042,46.067,52.14,62.497,72.759,55.289,76.892,40.968,72.547,35.119,67.125,38.524,28.585,59.357,9.131,59.65,20.22,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1985,963419473,196.429,0.204,11107.999,87.392,0.793,11.536,0.495,0.221,4170.082,4.331,0,0,0,6107.629,504899.969,693211.25,300963.344,2943.109,44394.93,196692.453,149994.406,496.579,52039.703,0,48.191,0.05,1798.233,1.868,0,0,448.95,0.466,0,0,0,0,4884.648,5.073,0.011,10.416,50136.062,46.462,54.651,45.478,50.744,61.811,72.232,55.091,76.347,40.607,71.793,34.882,66.811,37.699,26.559,57.61,8.837,58.662,18.844,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1986,970437010,198.612,0.205,11135.027,27.028,0.243,11.481,0.481,0.218,4122.239,4.25,0,0,0,6306.241,516035,704690,305085.531,2981.551,46128.941,197038.453,155026.516,506.188,52502.637,0,38.442,0.04,1734.016,1.788,0,0,345.992,0.357,0,0,0,0,5032.11,5.188,0.01,9.609,50950.5,45.103,53.982,44.588,49.452,61.098,71.709,54.88,75.79,40.196,71.096,34.629,66.512,36.763,22.657,56.936,6.762,58.674,16.109,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1987,977626715,201.066,0.206,11351.235,216.208,1.942,11.618,0.472,0.216,4228.24,4.328,0,0,0,6507.306,527386.25,716395.188,309313.812,3019.303,47955.969,197395.391,160073.188,516.677,53591.062,0,37.752,0.039,1827.022,1.87,0,0,356.947,0.365,0,0,0,0,5046.666,5.165,0.011,10.489,52392.055,43.787,53.358,44.36,49.067,60.361,71.182,54.668,75.23,39.83,70.329,34.383,66.218,35.601,23.16,55.276,6.981,58.312,14.097,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1988,985025837,211.623,0.215,11724.04,372.805,3.284,11.909,0.467,0.215,4319.54,4.388,0,0,0,6718.929,539110.25,728477.875,313633.344,3054.964,49846.797,197756.703,165328.188,528.047,55107.719,0,35.66,0.036,1890.83,1.921,0,0,361.307,0.367,0,0,0,0,5255.018,5.338,0.012,11.369,54282.527,43.759,53.031,44.477,48.475,59.648,70.656,54.461,74.662,39.338,69.566,34.145,65.944,34.279,19.223,54.553,7.143,58.567,12.751,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1989,992663898,217.495,0.219,11963.486,239.446,2.042,12.059,0.459,0.215,4335.94,4.371,0,0,0,6936.424,551073.75,740789.438,317969.281,3089.647,51887.074,198107.609,170651.844,539.489,55715.082,0,34.683,0.035,2040.277,2.057,0,0,350.901,0.354,0,0,0,0,5323.647,5.366,0.012,11.443,55306.352,44.072,53.384,45.132,48.666,58.994,70.164,54.275,74.123,39.027,68.913,33.921,65.676,33.155,23.018,56.054,7.207,58.309,13.197,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1990,1000128696,217.139,0.217,12230.908,267.422,2.235,12.237,0.46,0.218,4361.174,4.363,13125.085,13.132,0.494,7153.563,563304.688,753347.312,322330.469,3194.381,54003.219,198436.641,175985.078,637.965,55735.148,0,104.734,0.105,2116.147,2.117,13.786,13.043,329.027,0.329,1689.63,1.689,798,0.798,5333.238,5.336,0.099,98.476,55742.32,43.968,53.745,45.442,50.194,58.389,69.701,54.1,73.647,39.03,68.249,33.696,65.4,34.452,39.1,55.207,6.746,57.661,43.843,13044.819,13787.96,894.177,7.311,0,0,0,0,0,0,0,0
High-income countries,1991,1007966262,213.564,0.212,12750.79,519.882,4.251,12.658,0.473,0.226,4279.73,4.249,13099.617,13.004,0.486,7367.127,576055.5,766324.125,326610.188,3321.818,56207.016,198664.938,181819.078,730.226,55817.09,0,127.437,0.127,2203.795,2.188,13.711,12.973,228.304,0.227,1700.25,1.687,788.55,0.782,5834.002,5.791,0.092,92.261,56261.742,42.061,54.854,46.342,49.741,57.739,69.286,53.947,73.187,39.23,67.689,33.464,65.212,35.298,45.036,56.368,4.799,59.999,42.527,13076.609,13819.76,348.828,2.736,0,0,0,0,0,0,0,0
High-income countries,1992,1016302312,218.347,0.215,12385.686,-365.104,-2.863,12.195,0.448,0.217,4185.881,4.121,13915.587,13.701,0.504,7585.475,588441.125,778944.25,330796.062,3425.19,58470.676,198900.266,187344.5,819.231,55971.602,0,103.373,0.102,2263.657,2.229,13.656,12.925,235.339,0.232,1706.24,1.679,782.15,0.77,5525.42,5.44,0.088,89.005,56884.066,41.28,54.852,45.94,49.838,57.084,68.905,53.795,72.755,39.289,67.212,33.23,65.042,35.836,41.27,57.19,4.812,59.889,40.953,13135.73,13878.86,1529.901,12.352,0,0,0,0,0,0,0,0
High-income countries,1993,1024111317,219.78,0.215,12518.78,133.094,1.075,12.232,0.444,0.216,4176.823,4.081,13641.834,13.329,0.484,7805.255,600959.938,791705.062,334972.875,3525.681,60827.715,199143.938,192920.031,908.359,56411.125,0,100.49,0.098,2357.038,2.303,13.641,12.915,243.656,0.238,1699.28,1.659,780.44,0.762,5575.519,5.448,0.087,89.128,57771.273,39.851,54.876,46.086,49.134,56.397,68.54,53.65,72.322,39.34,66.798,33.002,64.897,36.296,41.175,57.954,4.997,60.388,41.158,13226.899,13969.97,1123.055,8.971,0,0,0,0,0,0,0,0
High-income countries,1994,1031535629,232.16,0.225,12712.233,193.453,1.545,12.331,0.435,0.215,4173.865,4.049,13781.086,13.368,0.471,8037.416,613672.125,804680.438,339146.781,3628.61,63250.219,199409.469,198608.031,1001.135,57147.844,0,102.929,0.1,2422.508,2.35,13.769,13.049,265.53,0.258,1712.36,1.66,799.39,0.775,5687.994,5.518,0.09,92.776,58950.035,39.452,55.344,45.906,48.825,55.706,68.203,53.505,71.896,39.398,66.465,32.758,64.791,36.817,41.495,59.056,5.014,61.388,42.83,13460.26,14203.59,1068.853,8.408,0,0,0,0,0,0,0,0
High-income countries,1995,1038643992,238.228,0.23,12801.428,89.194,0.702,12.333,0.423,0.21,4187.119,4.034,13926.092,13.416,0.461,8275.644,626473.562,817809.438,343333.875,3731.302,65746.867,199739.891,204287.25,1098.649,58313.867,0,102.692,0.099,2496.649,2.405,13.866,13.151,330.42,0.318,1712.32,1.649,801.98,0.772,5679.225,5.471,0.094,97.514,60567.348,38.273,54.57,45.671,47.613,54.985,67.856,53.358,71.451,39.464,66.161,32.53,64.668,37.334,41.926,59.303,6.248,60.651,43.623,13658.76,14401.529,1124.664,8.785,0,0,0,0,0,0,0,0
High-income countries,1996,1045645066,235.417,0.225,13189.941,388.514,3.035,12.622,0.422,0.21,4300.94,4.116,14139.15,13.53,0.452,8511.061,639663.562,831313.125,347634.812,3836.02,68378.305,200056.812,210106.719,1196.609,59775.145,0,104.718,0.1,2631.434,2.518,14.15,13.447,316.936,0.303,1714.82,1.64,818.92,0.783,5819.473,5.569,0.094,97.959,62503.586,37.055,54.596,45.861,47.705,54.259,67.518,53.216,71.014,39.538,65.894,32.304,64.54,37.812,42.366,59.86,5.997,60.348,44.146,14060.52,14796.14,949.209,7.196,0,0,0,0,0,0,0,0
High-income countries,1997,1052805303,237.525,0.226,13234.19,44.249,0.335,12.578,0.407,0.208,4325.524,4.111,14206.034,13.502,0.437,8748.586,652897.75,844845.438,351960.344,3943.317,71042.219,200359.062,215906.734,1296.531,60039.051,0,107.297,0.102,2663.915,2.532,14.294,13.594,302.243,0.287,1709.32,1.624,806.13,0.766,5800.007,5.513,0.095,99.923,63209.43,35.922,54.456,43.086,48.235,53.517,67.191,53.017,70.604,39.619,65.669,31.985,64.386,38.264,42.783,60.372,4.254,59.263,44.672,14312.35,15048.939,971.844,7.343,0,0,0,0,0,0,0,0
High-income countries,1998,1059873149,230.978,0.218,13207.327,-26.864,-0.203,12.469,0.394,0.207,4308.532,4.068,14252.439,13.456,0.425,8979.563,666105,858452.375,356268.875,4045.99,73715.625,200762.25,221698.797,1396.196,59942.02,0,102.673,0.097,2673.402,2.524,14.19,13.506,403.187,0.381,1698.37,1.602,784.69,0.74,5792.076,5.468,0.094,99.665,63530.938,35.07,54.546,45.815,49.376,52.803,66.884,52.885,70.239,39.693,65.428,31.771,64.221,38.689,42.736,59.615,7.348,58.604,45.206,14314.37,15039.16,1045.113,7.913,0,0,0,0,0,0,0,0
High-income countries,1999,1066734633,233.257,0.219,13377.941,170.615,1.292,12.549,0.384,0.206,4276.389,4.011,14508.244,13.61,0.417,9212.821,679483,872197.812,360545.25,4146.713,76473.094,201133.047,227608.953,1496.148,60536.457,0,100.723,0.094,2757.466,2.587,14.16,13.473,370.797,0.348,1687.35,1.582,771.26,0.723,5910.153,5.544,0.094,99.952,64576.336,33.756,54.091,45.482,48.292,52.059,66.574,52.75,69.863,39.773,65.201,31.556,64.056,39.084,43.275,59.662,6.755,58.444,45.596,14372.641,15104.979,1130.302,8.449,0,0,0,0,0,0,0,0
High-income countries,2000,1073716442,236.751,0.221,13814.313,436.372,3.262,12.874,0.38,0.209,4490.266,4.185,15093.779,14.067,0.415,9449.572,693297.312,886377.375,365035.531,4248.729,79350.688,201503.328,233619.047,1593.745,61331.48,0,102.016,0.095,2877.601,2.682,14.346,13.657,370.284,0.345,1691.38,1.575,772.68,0.72,6010.084,5.601,0.091,97.597,65852.617,32.794,54.272,46.385,48.791,51.304,66.275,52.634,69.493,39.69,65.031,31.362,63.895,39.407,36.574,60.821,7.238,58.338,45.128,14663.74,15403.7,1279.465,9.262,0,0,0,0,0,0,0,0
High-income countries,2001,1080682831,235.003,0.218,13768.31,-46.004,-0.333,12.749,0.371,0.208,4450.321,4.121,14948.36,13.841,0.403,9684.575,707065.625,900286.625,369485.844,4347.891,82200.477,201649.453,239657.562,1689.253,60838.992,0,99.162,0.092,2849.787,2.639,14.29,13.725,146.12,0.135,1680.52,1.555,770.05,0.713,6038.529,5.591,0.088,95.507,65747.656,31.154,53.64,45.744,48.084,50.511,65.972,52.512,69.123,39.577,64.83,31.155,63.735,39.678,35.273,59.699,3.083,58.115,44.823,14832.84,15443.22,1180.05,8.571,0,0,0,0,0,0,0,0
High-income countries,2002,1087599947,238.165,0.219,13879.006,110.696,0.804,12.77,0.367,0.208,4490.619,4.132,15168.682,13.956,0.401,9922.74,720944.625,914202.562,373976.469,4447.272,85137.008,201691.219,245676.219,1784.924,61062.859,0,99.381,0.091,2936.529,2.702,14.108,13.549,41.77,0.038,1662.84,1.529,762.85,0.701,6018.639,5.538,0.088,95.672,66411.961,29.918,52.81,44.236,46.396,49.69,65.657,52.363,68.719,39.41,64.645,30.914,63.58,39.903,33.287,59.858,0.807,57.95,44.343,14736.04,15343.44,1289.676,9.292,0,0,0,0,0,0,0,0
High-income countries,2003,1094702298,240.642,0.22,14132.029,253.023,1.823,12.918,0.364,0.209,4611.74,4.216,15756.559,14.403,0.406,10163.381,735076.625,928609.625,378588.188,4545.651,88101.242,201971.109,251797.344,1880.823,61336.711,0,98.379,0.09,2964.236,2.71,14.158,13.607,279.893,0.256,1633.3,1.492,734.49,0.671,6121.134,5.595,0.088,95.899,67145.438,28.236,51.107,43.259,43.844,48.812,65.3,52.192,68.247,39.241,64.411,30.691,63.411,40.073,32.861,58.334,4.951,57.316,43.515,14895.229,15498.97,1624.529,11.495,0,0,0,0,0,0,0,0
High-income countries,2004,1101994336,245.587,0.223,14346.497,214.468,1.518,13.027,0.355,0.208,4644.355,4.217,16126.374,14.643,0.4,10408.968,749423.188,943132.25,383232.562,4644.999,91143.016,202152.328,258012.656,1980.938,62226.934,0,99.348,0.09,3041.775,2.762,14.246,13.691,181.221,0.165,1645.04,1.493,762.68,0.692,6215.316,5.644,0.091,100.115,68573.727,26.971,50.098,42.715,42.72,47.897,64.923,52.015,67.756,39.008,64.168,30.471,63.219,40.226,30.682,57.859,3.38,56.285,43.331,15087.46,15698.71,1779.877,12.406,0,0,0,0,0,0,0,0
